Total,473 27.87%,67 3.95% 11 0.65%,33,1.94%
PCT 173,,,,
Polling,25 36.76%,4 5.88% 0 0.00%,2,2.94%
Paper,0 -,0 - 0 -,0,-
Mail,11 42.31%,0 0.00% 0 0.00%,1,3.85%
Early,96 26.97%,13 3.65% 1 0.28%,6,1.69%
Total,132 29.33%,17 3.78% 1 0.22%,9,2.00%
PCT 174,,,,
Polling,138 35.84%,17 4.42% 5 1.30%,4,1.04%
Paper,0 -,0 - 0 -,0,-
Mail,17 37.78%,1 2.22% 0 0.00%,3,6.67%
Early,665 34.78%,69 3.61% 12 0.63%,31,1.62%
Total,820 35.01%,87 3.71% 17 0.73%,38,1.62%
PCT 175,,,,
Polling,42 37.17%,3 2.65% 1 0.88%,2,1.77%
Paper,0 -,0 - 0 -,0,-
Mail,3 12.00%,0 0.00% 0 0.00%,0,0.00%
Early,257 29.95%,33 3.85% 8 0.93%,14,1.63%
Total,302 30.32%,36 3.61% 9 0.90%,16,1.61%
PCT 176,,,,
Polling,228 45.69%,38 7.62% 10 2.00%,12,2.40%
Paper,0 -,0 - 0 -,0,-
Mail,22 68.75%,0 0.00% 0 0.00%,0,0.00%
Early,735 51.51%,53 3.71% 17 1.19%,24,1.68%
Total,985 50.31%,91 4.65% 27 1.38%,36,1.84%
PCT 177,,,,
Polling,199 41.03%,17 3.51% 6 1.24%,8,1.65%
Paper,0 -,0 - 0 -,0,-
Mail,35 39.77%,1 1.14% 0 0.00%,2,2.27%
Early,696 37.66%,52 2.81% 5 0.27%,18,0.97%
Total,930 38.41%,70 2.89% 11 0.45%,28,1.16%
PCT 178,,,,
Polling,144 21.08%,25 3.66% 3 0.44%,26,3.81%
Paper,0 -,0 - 0 -,0,-
Mail,40 37.38%,0 0.00% 0 0.00%,0,0.00%
Early,855 21.31%,97 2.42% 12 0.30%,74,1.84%
Total,1039 21.63%,122 2.54% 15 0.31%,100,2.08%
PCT 179,,,,
Polling,80 24.02%,21 6.31% 6 1.80%,10,3.00%
Paper,0 -,0 - 0 -,0,-
Mail,107 32.23%,8 2.41% 1 0.30%,7,2.11%
Early,607 21.64%,78 2.78% 7 0.25%,36,1.28%
Total,794 22.88%,107 3.08% 14 0.40%,53,1.53%
PCT 180,,,,
Polling,20 27.03%,7 9.46% 0 0.00%,0,0.00%
Paper,0 -,0 - 0 -,0,-
Mail,2 50.00%,0 0.00% 0 0.00%,0,0.00%
Early,76 26.21%,12 4.14% 1 0.34%,6,2.07%
"",,President/Vice-President,,
"",Clinton/Kaine (DEM),Johnson/Weld (LIB) Stein/Baraka (GRN),Write-In Votes,
Total,98 26.63%,19 5.16% 1 0.27%,6,1.63%
PCT 181,,,,
Polling,44 31.21%,6 4.26% 1 0.71%,1,0.71%
Paper,0 -,0 - 0 -,0,-
Mail,5 25.00%,0 0.00% 1 5.00%,2,10.00%
Early,175 25.22%,21 3.03% 2 0.29%,7,1.01%
Total,224 26.20%,27 3.16% 4 0.47%,10,1.17%
PCT 182,,,,
Polling,0 -,0 - 0 -,0,-
Paper,0 -,0 - 0 -,0,-
Mail,0 -,0 - 0 -,0,-
Early,0 0.00%,0 0.00% 0 0.00%,0,0.00%
Total,0 0.00%,0 0.00% 0 0.00%,0,0.00%
PCT 183,,,,
Polling,0 0.00%,0 0.00% 0 0.00%,0,0.00%
Paper,0 -,0 - 0 -,0,-
Mail,0 0.00%,0 0.00% 0 0.00%,0,0.00%
Early,7 14.89%,1 2.13% 0 0.00%,2,4.26%
Total,7 11.29%,1 1.61% 0 0.00%,2,3.23%
PCT 184,,,,
Polling,0 -,0 - 0 -,0,-
Paper,0 -,0 - 0 -,0,-
Mail,0 -,0 - 0 -,0,-
Early,1 100.00%,0 0.00% 0 0.00%,0,0.00%
Total,1 100.00%,0 0.00% 0 0.00%,0,0.00%
PCT 185,,,,
Polling,3 42.86%,0 0.00% 0 0.00%,0,0.00%
Paper,0 -,0 - 0 -,0,-
Mail,0 0.00%,0 0.00% 0 0.00%,0,0.00%
Early,7 29.17%,0 0.00% 0 0.00%,0,0.00%
Total,10 30.30%,0 0.00% 0 0.00%,0,0.00%
PCT 186,,,,
Polling,1 3.45%,2 6.90% 0 0.00%,0,0.00%
Paper,0 -,0 - 0 -,0,-
Mail,1 50.00%,0 0.00% 0 0.00%,0,0.00%
Early,5 13.16%,0 0.00% 0 0.00%,1,2.63%
Total,7 10.14%,2 2.90% 0 0.00%,1,1.45%
PCT 187,,,,
Polling,14 13.86%,3 2.97% 4 3.96%,1,0.99%
Paper,0 -,0 - 0 -,0,-
Mail,3 18.75%,0 0.00% 0 0.00%,0,0.00%
Early,17 9.34%,1 0.55% 0 0.00%,2,1.10%
Total,34 11.37%,4 1.34% 4 1.34%,3,1.00%
PCT 188,,,,
Polling,0 0.00%,0 0.00% 1 14.29%,0,0.00%
Paper,0 -,0 - 0 -,0,-
Mail,0 -,0 - 0 -,0,-
Early,2 6.06%,0 0.00% 0 0.00%,1,3.03%
Total,2 5.00%,0 0.00% 1 2.50%,1,2.50%
PCT 189,,,,
Polling,20 17.39%,4 3.48% 0 0.00%,2,1.74%
Paper,0 -,0 - 0 -,0,-
Mail,2 16.67%,1 8.33% 0 0.00%,1,8.33%
Early,43 12.68%,9 2.65% 1 0.29%,1,0.29%
Total,65 13.95%,14 3.00% 1 0.21%,4,0.86%
PCT 190,,,,
Polling,3 16.67%,2 11.11% 1 5.56%,1,5.56%
Paper,0 -,0 - 0 -,0,-
Mail,0 0.00%,0 0.00% 0 0.00%,0,0.00%
Early,5 14.29%,1 2.86% 0 0.00%,0,0.00%
"",,President/Vice-President,,
"",Clinton/Kaine (DEM),Johnson/Weld (LIB) Stein/Baraka (GRN),Write-In Votes,
Total,8 14.55%,3 5.45% 1 1.82%,1,1.82%
PCT 191,,,,
Polling,8 13.56%,1 1.69% 3 5.08%,0,0.00%
Paper,0 -,0 - 0 -,0,-
Mail,0 0.00%,1 50.00% 0 0.00%,0,0.00%
Early,29 15.59%,2 1.08% 1 0.54%,2,1.08%
Total,37 14.98%,4 1.62% 4 1.62%,2,0.81%
PCT 192,,,,
Polling,53 17.43%,8 2.63% 1 0.33%,2,0.66%
Paper,0 -,0 - 0 -,0,-
Mail,3 23.08%,1 7.69% 0 0.00%,0,0.00%
Early,95 15.50%,9 1.47% 3 0.49%,4,0.65%
Total,151 16.24%,18 1.94% 4 0.43%,6,0.65%
PCT 193,,,,
Polling,16 13.68%,4 3.42% 2 1.71%,2,1.71%
Paper,0 -,0 - 0 -,0,-
Mail,2 16.67%,0 0.00% 0 0.00%,0,0.00%
Early,64 16.37%,8 2.05% 0 0.00%,4,1.02%
Total,82 15.77%,12 2.31% 2 0.38%,6,1.15%
PCT 194,,,,
Polling,0 0.00%,0 0.00% 0 0.00%,0,0.00%
Paper,0 -,0 - 0 -,0,-
Mail,0 0.00%,0 0.00% 0 0.00%,0,0.00%
Early,5 27.78%,1 5.56% 0 0.00%,2,11.11%
Total,5 23.81%,1 4.76% 0 0.00%,2,9.52%
PCT 195,,,,
Polling,14 22.22%,5 7.94% 3 4.76%,0,0.00%
Paper,0 -,0 - 0 -,0,-
Mail,3 17.65%,0 0.00% 0 0.00%,0,0.00%
Early,71 14.17%,18 3.59% 5 1.00%,9,1.80%
Total,88 15.15%,23 3.96% 8 1.38%,9,1.55%
PCT 196,,,,
Polling,78 46.43%,4 2.38% 1 0.60%,4,2.38%
Paper,0 -,0 - 0 -,0,-
Mail,7 29.17%,1 4.17% 0 0.00%,0,0.00%
Early,316 34.20%,47 5.09% 4 0.43%,21,2.27%
Total,401 35.93%,52 4.66% 5 0.45%,25,2.24%
PCT 197,,,,
Polling,81 56.64%,8 5.59% 2 1.40%,0,0.00%
Paper,0 -,0 - 0 -,0,-
Mail,8 30.77%,5 19.23% 0 0.00%,0,0.00%
Early,327 51.42%,30 4.72% 2 0.31%,9,1.42%
Total,416 51.68%,43 5.34% 4 0.50%,9,1.12%
PCT 198,,,,
Polling,1 8.33%,0 0.00% 0 0.00%,0,0.00%
Paper,0 -,0 - 0 -,0,-
Mail,1 50.00%,0 0.00% 0 0.00%,0,0.00%
Early,12 17.91%,1 1.49% 0 0.00%,0,0.00%
Total,14 17.28%,1 1.23% 0 0.00%,0,0.00%
PCT 199,,,,
Polling,17 15.89%,3 2.80% 0 0.00%,5,4.67%
Paper,0 -,0 - 0 -,0,-
Mail,5 45.45%,1 9.09% 0 0.00%,1,9.09%
Early,119 18.62%,22 3.44% 1 0.16%,14,2.19%
Total,141 18.63%,26 3.43% 1 0.13%,20,2.64%
PCT 200,,,,
Polling,0 -,0 - 0 -,0,-
Paper,0 -,0 - 0 -,0,-
Mail,0 -,0 - 0 -,0,-
Early,0 -,0 - 0 -,0,-
"",,,President/Vice-President,,,
"",Clinton/Kaine (DEM),,Johnson/Weld (LIB) Stein/Baraka (GRN),,Write-In Votes,
Total,0 -,,0 - 0 -,,0,-
PCT 201,,,,,,
Polling,0 -,,0 - 0 -,,0,-
Paper,0 -,,0 - 0 -,,0,-
Mail,0 -,,0 - 0 -,,0,-
Early,2 100.00%,,0 0.00% 0 0.00%,,0,0.00%
Total,2 100.00%,,0 0.00% 0 0.00%,,0,0.00%
PCT 202,,,,,,
Polling,0 0.00%,,0 0.00% 0 0.00%,,0,0.00%
Paper,0 -,,0 - 0 -,,0,-
Mail,0 -,,0 - 0 -,,0,-
Early,0 0.00%,,0 0.00% 0 0.00%,,1,25.00%
Total,0 0.00%,,0 0.00% 0 0.00%,,1,20.00%
PCT 203,,,,,,
Polling,82 28.47%,,19 6.60% 6 2.08%,,5,1.74%
Paper,0 -,,0 - 0 -,,0,-
Mail,26 32.91%,,1 1.27% 0 0.00%,,1,1.27%
Early,514 28.86%,,57 3.20% 9 0.51%,,26,1.46%
Total,622 28.96%,,77 3.58% 15 0.70%,,32,1.49%
PCT 204,,,,,,
Polling,15 40.54%,,2 5.41% 0 0.00%,,1,2.70%
Paper,0 -,,0 - 0 -,,0,-
Mail,3 60.00%,,0 0.00% 0 0.00%,,0,0.00%
Early,56 33.73%,,4 2.41% 0 0.00%,,2,1.20%
Total,74 35.58%,,6 2.88% 0 0.00%,,3,1.44%
PCT 205,,,,,,
Polling,1 100.00%,,0 0.00% 0 0.00%,,0,0.00%
Paper,0 -,,0 - 0 -,,0,-
Mail,0 -,,0 - 0 -,,0,-
Early,5 31.25%,,0 0.00% 0 0.00%,,0,0.00%
Total,6 35.29%,,0 0.00% 0 0.00%,,0,0.00%
PCT 206,,,,,,
Polling,54 31.95%,,8 4.73% 0 0.00%,,6,3.55%
Paper,0 -,,0 - 0 -,,0,-
Mail,13 40.63%,,1 3.13% 0 0.00%,,1,3.13%
Early,233 29.49%,,28 3.54% 3 0.38%,,18,2.28%
Total,300 30.27%,,37 3.73% 3 0.30%,,25,2.52%
PCT 207,,,,,,
Polling,107 30.14%,,16 4.51% 6 1.69%,,16,4.51%
Paper,0 -,,0 - 0 -,,0,-
Mail,29 40.28%,,2 2.78% 1 1.39%,,0,0.00%
Early,561 32.45%,,68 3.93% 9 0.52%,,38,2.20%
Total,697 32.33%,,86 3.99% 16 0.74%,,54,2.50%
PCT 208,,,,,,
Polling,13 16.88%,,6 7.79% 0 0.00%,,2,2.60%
Paper,0 -,,0 - 0 -,,0,-
Mail,12 37.50%,,2 6.25% 0 0.00%,,0,0.00%
Early,131 24.35%,,19 3.53% 1 0.19%,,7,1.30%
Total,156 24.11%,,27 4.17% 1 0.15%,,9,1.39%
PCT 209,,,,,,
Polling,18 32.14%,,3 5.36% 0 0.00%,,3,5.36%
Paper,0 -,,0 - 0 -,,0,-
Mail,1 16.67%,,0 0.00% 0 0.00%,,0,0.00%
Early,89 32.72%,,8 2.94% 1 0.37%,,3,1.10%
Total,108 32.34%,,11 3.29% 1 0.30%,,6,1.80%
PCT 210,,,,,,
Polling,69 49.29%,,4 2.86% 0 0.00%,,1,0.71%
Paper,0 -,,0 - 0 -,,0,-
Mail,5 71.43%,,0 0.00% 0 0.00%,,0,0.00%
Early,408 49.57%,,25 3.04% 2 0.24%,,12,1.46%
"",,President/Vice-President,,
"",Clinton/Kaine (DEM),Johnson/Weld (LIB) Stein/Baraka (GRN),Write-In Votes,
Total,482 49.69%,29 2.99% 2 0.21%,13,1.34%
PCT 211,,,,
Polling,238 38.83%,49 7.99% 7 1.14%,22,3.59%
Paper,0 -,0 - 0 -,0,-
Mail,25 32.05%,3 3.85% 0 0.00%,3,3.85%
Early,1068 38.25%,86 3.08% 12 0.43%,57,2.04%
Total,1331 38.21%,138 3.96% 19 0.55%,82,2.35%
PCT 212,,,,
Polling,278 48.69%,23 4.03% 3 0.53%,12,2.10%
Paper,0 -,0 - 0 -,0,-
Mail,42 37.50%,2 1.79% 0 0.00%,4,3.57%
Early,1535 47.33%,99 3.05% 19 0.59%,51,1.57%
Total,1855 47.25%,124 3.16% 22 0.56%,67,1.71%
PCT 213,,,,
Polling,292 36.59%,49 6.14% 7 0.88%,24,3.01%
Paper,0 -,0 - 0 -,0,-
Mail,35 38.04%,5 5.43% 0 0.00%,0,0.00%
Early,1621 42.46%,134 3.51% 21 0.55%,69,1.81%
Total,1948 41.38%,188 3.99% 28 0.59%,93,1.98%
PCT 214,,,,
Polling,48 18.46%,8 3.08% 2 0.77%,8,3.08%
Paper,0 -,0 - 0 -,0,-
Mail,29 39.19%,2 2.70% 0 0.00%,1,1.35%
Early,273 15.99%,41 2.40% 9 0.53%,21,1.23%
Total,350 17.15%,51 2.50% 11 0.54%,30,1.47%
Total,,,,
Polling,23333 38.85%,3425 5.70% 772 1.29%,1495,2.49%
Paper,0 -,0 - 0 -,0,-
Mail,6178 42.05%,455 3.10% 73 0.50%,245,1.67%
Early,110326 38.29%,9910 3.44% 1678 0.58%,4617,1.60%
Total,139837 38.53%,13790 3.80% 2523 0.70%,6357,1.75%
